tractid,blockgroups
15000US40143007408,0
15000US06001404502,3
15000US48439113216,2
15000US06001404501,0
15000US72137121001,1
15000US29510108100,2
15000US19113002300,3
15000US37119006108,1
15000US26045021401,2
15000US36121970700,3
15000US22101041300,1
15000US33015003701,1
15000US54039010500,2
15000US55141010600,4
15000US53033010300,4
15000US48439113212,2
15000US51069050700,1
15000US18039000301,0
15000US48029121809,2
15000US22017023200,1
15000US48453001845,1
15000US48453001844,2
15000US48201312500,1
15000US46005957100,2
15000US05075470200,3
15000US22007050500,1
15000US29095007700,1
15000US48029121803,2
15000US48029121802,2
15000US45051080102,1
15000US48453001849,3
15000US36005023000,1
15000US25005650101,2
15000US47015960200,4
15000US32003001708,1
15000US06111003300,4
15000US04019002901,4
15000US04019002905,3
15000US04019002904,2
15000US04019002906,0
15000US45069960400,3
15000US47149040805,2
15000US12083980000,0
15000US37119003400,3
15000US42101032100,2
15000US36005014701,2
15000US05005950200,2
15000US39049008164,1
15000US72001956800,1
15000US39151712000,3
15000US44007001700,2
15000US09003487100,3
15000US26163521500,1
15000US26161405100,1
15000US48273990000,0
15000US17031700200,3
15000US23029955400,1
15000US47037018203,1
15000US06081608501,3
15000US06081608502,0
15000US39007000701,3
15000US12019030802,3
15000US42095018002,3
15000US12019030801,2
15000US18067000800,3
15000US42101038000,1
15000US36047050400,2
15000US32003000515,3
15000US36101961900,3
15000US36047096600,1
15000US42091202100,3
15000US13185011000,1
15000US48201451800,2
15000US34013016000,6
15000US26077006103,2
15000US50025967700,1
15000US23001020200,1
15000US48201230500,2
15000US09003514600,4
15000US22051027100,2
15000US26099251000,1
15000US04013319703,2
15000US04013319704,0
15000US04013319705,2
15000US04013319706,2
15000US31109003002,2
15000US04003000301,3
15000US04003000302,3
15000US04003000303,2
15000US37081016600,0
15000US23031005400,1
15000US12117020302,0
15000US12117020301,1
15000US39035117101,2
15000US31167962200,3
15000US21019030700,2
15000US36047001300,1
15000US36001001600,3
15000US19163011300,3
15000US08069001808,2
15000US08069001809,2
15000US18039000802,4
15000US48471790800,3
15000US23015975100,4
15000US42129804600,1
15000US37157040400,3
15000US08069001804,3
15000US08069001806,2
15000US08069001807,3
15000US55101001501,2
15000US48029180901,4
15000US10003012600,2
15000US19119950300,5
15000US22077951900,3
15000US06085505500,2
15000US48025950202,3
15000US18139974400,2
15000US36067001500,1
15000US44007017800,2
15000US72149720300,3
15000US40005587900,2
15000US39169002400,1
15000US18103952200,3
15000US25017980000,0
15000US42033331100,2
15000US39049006396,3
15000US39049006395,1
15000US17031834400,2
15000US39049006393,2
15000US39049006392,2
15000US39049006391,1
15000US48157673500,2
15000US49049010209,3
15000US28007060500,3
15000US04013113000,1
15000US06059075303,2
15000US06059075302,1
15000US06059075301,2
15000US49049010208,2
15000US40079040198,1
15000US36059520100,4
15000US42033330900,3
15000US26163516200,1
15000US39049008161,2
15000US47065012300,3
15000US36047022600,1
15000US26125181300,4
15000US30111000701,2
15000US47065001800,1
15000US30111000706,3
15000US28109950600,3
15000US30111000704,2
15000US23019020500,1
15000US24510280401,4
15000US48397040200,1
15000US72113070514,1
15000US17097861012,2
15000US17097861013,0
15000US17097861010,2
15000US17097861011,2
15000US11001002302,0
15000US25021417502,3
15000US17097861014,1
15000US11001002301,1
15000US23001045000,0
15000US34021001402,1
15000US34021001401,3
15000US42003459101,0
15000US36005036800,1
15000US51059431802,1
15000US26099256800,1
15000US24003740602,1
15000US24003740603,1
15000US24003740601,3
15000US36067003900,2
15000US54081000803,1
15000US17031252101,0
15000US17031252102,3
15000US36067013000,4
15000US34021003800,2
15000US09009154700,6
15000US06095251804,2
15000US45019002605,2
15000US54033031400,0
15000US17097863701,2
15000US06095251802,0
15000US06095251803,3
15000US48277000900,2
15000US24041960100,1
15000US33015101100,3
15000US45019002606,1
15000US05033020301,2
15000US05033020302,1
15000US01021060600,1
15000US18149954100,2
15000US48113020000,1
15000US13143010301,1
15000US13143010302,5
15000US42075003700,1
15000US18097341600,1
15000US25021407100,4
15000US28095950502,1
15000US28095950501,1
15000US45045000200,0
15000US53061040400,2
15000US18089011100,3
15000US48245010100,2
15000US51059450800,2
15000US47127930100,1
15000US37183053525,1
15000US36027010000,3
15000US53021020502,6
15000US48113016201,2
15000US21111003800,3
15000US36047049300,4
15000US18097354200,2
15000US12099004005,0
15000US12099004007,1
15000US40117957500,2
15000US36047054700,2
15000US36119003800,1
15000US01059973000,3
15000US12099004009,2
15000US12099004008,2
15000US72045951800,2
15000US48131950100,4
15000US48479000903,1
15000US35013000700,5
15000US55101001003,3
15000US29095018100,3
15000US37025042603,2
15000US39093097200,2
15000US42079200900,3
15000US47093006800,3
15000US41043020100,3
15000US17031430102,2
15000US72127006900,3
15000US20173001400,3
15000US17031430101,3
15000US48455950500,1
15000US01087232000,1
15000US29031880400,3
15000US33009960100,4
15000US41067032700,2
15000US06067004701,1
15000US06067004702,1
15000US25021417100,4
15000US51165011400,3
15000US55101001002,2
15000US01039962500,1
15000US48215023903,3
15000US27137003400,1
15000US34031246300,3
15000US12071050208,1
15000US12071050209,3
15000US12071050204,0
15000US12071050205,1
15000US12071050206,2
15000US12071050207,0
15000US21111001400,1
15000US06041133000,3
15000US12071050203,1
15000US48027021602,0
15000US41027950200,4
15000US40105172100,1
15000US36047050900,1
15000US12105011913,0
15000US12105011912,0
15000US12105011911,0
15000US12105011910,0
15000US09003468102,2
15000US09003468101,4
15000US06055201200,3
15000US17197880421,2
15000US37183053521,1
15000US17031832000,0
15000US20177001500,2
15000US06079011001,2
15000US06025011500,3
15000US08031003401,1
15000US06067008139,1
15000US06067008138,2
15000US39173021400,2
15000US53061051100,2
15000US06067008133,1
15000US06067008132,1
15000US06067008131,3
15000US06067008130,2
15000US06067008137,1
15000US06067008136,1
15000US06067008135,3
15000US06067008134,2
15000US36061002900,3
15000US37183053520,2
15000US22103990000,0
15000US27165950200,3
15000US39085206300,3
15000US24005408601,3
15000US30049000400,4
15000US24005408602,1
15000US34023007402,4
15000US41017000600,3
15000US29189212101,4
15000US17085020100,4
15000US39159050400,3
15000US06037119202,3
15000US48201423202,2
15000US12021011400,2
15000US09009150700,2
15000US06037119201,2
15000US04013104218,2
15000US04013104219,1
15000US04013104216,2
15000US04013104217,2
15000US04013104214,1
15000US04013104215,4
15000US04013104212,3
15000US72061041000,1
15000US18153050100,4
15000US16005001400,4
15000US36119007000,4
15000US45051060102,1
15000US45051060101,1
15000US06071003803,1
15000US01043965300,2
15000US06071003801,2
15000US53019970100,2
15000US18159020100,2
15000US06071003804,2
15000US47187050208,1
15000US12099000209,3
15000US12099000208,1
15000US13121007200,1
15000US06073013420,1
15000US06073013421,2
15000US45057011202,1
15000US12099000202,2
15000US26163566800,2
15000US47187050204,0
15000US12099000206,4
15000US12099000205,2
15000US12099000204,1
15000US51059480505,2
15000US72129220100,2
15000US42059970100,7
15000US55133201203,1
15000US19015020500,3
15000US42015950400,3
15000US17031620100,2
15000US47127930200,1
15000US06073017501,2
15000US34023005800,2
15000US06075026303,1
15000US06073017502,2
15000US48201533500,2
15000US51153901506,2
15000US06073002502,2
15000US06073002501,2
15000US27085950300,4
15000US47009010500,1
15000US51153901503,3
15000US40109108109,3
15000US40109108106,2
15000US37031970304,2
15000US06065049500,1
15000US21051950500,2
15000US09007585100,4
15000US37031970303,0
15000US13295020100,5
15000US31123952500,4
15000US48121020602,3
15000US13261950100,0
15000US48121020601,2
15000US36055013002,5
15000US36055013001,3
15000US06065044904,0
15000US06071001400,1
15000US06065044907,2
15000US34001010300,1
15000US48201542102,1
15000US48201542101,1
15000US42101020200,5
15000US29095015000,2
15000US48189950200,3
15000US24021752201,1
15000US08101001800,2
15000US42077006906,1
15000US42077006905,2
15000US17029000400,2
15000US42077006903,2
15000US42077006902,1
15000US44003020604,2
15000US25027736200,2
15000US06067002700,3
15000US48201330600,3
15000US51107610102,1
15000US36085001100,2
15000US23001010400,1
15000US53033032601,1
15000US13069010400,3
15000US53033032602,3
15000US06037431200,3
15000US18117951800,2
15000US29189217851,1
15000US18097380600,2
15000US36015010100,3
15000US01069041200,1
15000US22105954002,2
15000US22105954001,1
15000US24013507702,1
15000US51041100406,0
15000US15003007000,2
15000US27035951301,1
15000US26065000100,1
15000US26163564401,1
15000US54081000200,3
15000US26163564402,0
15000US37189920601,2
15000US09001021802,2
15000US09001021801,2
15000US37189920602,0
15000US01089002400,3
15000US26145012300,1
15000US31017975000,1
15000US55059000400,3
15000US39017013100,2
15000US01045020200,1
15000US36059413500,5
15000US39081000800,1
15000US06021010100,3
15000US26063950900,3
15000US04013106100,4
15000US08005083900,1
15000US47037015200,1
15000US51710006602,1
15000US51710006603,1
15000US34033990000,0
15000US51710006606,3
15000US51710006607,2
15000US01091973200,1
15000US51710006605,1
15000US36029001100,2
15000US13121003000,1
15000US05035030501,0
15000US39173022500,2
15000US05035030502,0
15000US16001000802,3
15000US16001000803,3
15000US48201331500,5
15000US21079970200,3
15000US34013020000,6
15000US16001000804,2
15000US16001000805,1
15000US42021000500,1
15000US09001100300,2
15000US42069101200,2
15000US39049010200,3
15000US53033028500,2
15000US48121021000,3
15000US40109107900,2
15000US06037239201,2
15000US06037239202,2
15000US36005037600,1
15000US36029017100,4
15000US06031000200,1
15000US24031703000,1
15000US18003001700,1
15000US28095950100,3
15000US39077915800,3
15000US36087012300,3
15000US32003001607,3
15000US39099811600,2
15000US19185070200,0
15000US26049011502,2
15000US06069000501,2
15000US06069000502,3
15000US48085031653,4
15000US48085031654,2
15000US47093003200,1
15000US48085031656,1
15000US24013508200,4
15000US36005039901,4
15000US48085031659,2
15000US26049011508,1
15000US06037208302,2
15000US06037123602,2
15000US06037123601,2
15000US39151712300,2
15000US39113060100,1
15000US48113017804,3
15000US34031125100,2
15000US06037406601,2
15000US06037406602,3
15000US42011002100,2
15000US51179010504,0
15000US36081119300,1
15000US02090001500,5
15000US49011126203,1
15000US09003503100,4
15000US48427950600,3
15000US45013000100,2
15000US44007018300,0
15000US06081611500,2
15000US51153900901,3
15000US06037222600,2
15000US09003494600,1
15000US34039032500,4
15000US32003007600,3
15000US37067002904,1
15000US09001061200,1
15000US06001420200,2
15000US51710004600,1
15000US06037212101,1
15000US06037212102,1
15000US08005081500,1
15000US41051001301,3
15000US34017016800,2
15000US26099261500,1
15000US06037574500,3
15000US12101032500,4
15000US19045001200,4
15000US29095009000,4
15000US48113018104,1
15000US26147631600,1
15000US41051001302,2
15000US37129010600,2
15000US48085030521,2
15000US28033070222,0
15000US17031805108,3
15000US17031805109,2
15000US42097082000,3
15000US48085030524,1
15000US48085030527,1
15000US48085030526,2
15000US48085030529,1
15000US06037600902,3
15000US51730811300,3
15000US17031805106,1
15000US17031805107,4
15000US17031805105,3
15000US21117061300,2
15000US55031020500,2
15000US48291700200,1
15000US25025090901,1
15000US13297110602,1
15000US13297110603,1
15000US13297110601,1
15000US37125951100,4
15000US35005000700,3
15000US42019912102,1
15000US72079991100,0
15000US05125010503,2
15000US55087013100,3
15000US24015031202,2
15000US05125010507,2
15000US05125010506,2
15000US05125010509,1
15000US05125010508,2
15000US06017031000,3
15000US19107080400,2
15000US20173004300,3
15000US17119402721,3
15000US17119402722,0
15000US42029304201,3
15000US05143010302,3
15000US44007002700,3
15000US32003002980,2
15000US41051009400,4
15000US36081099900,0
15000US32003002983,0
15000US36047090600,2
15000US19103000600,1
15000US32003002982,2
15000US36093020200,1
15000US51740212000,1
15000US39007001400,4
15000US26163501100,4
15000US16061950300,0
15000US39135440100,1
15000US39087050400,3
15000US48129950300,1
15000US06081604500,2
15000US06059011300,2
15000US42049011201,3
15000US39155932701,3
15000US22073000402,1
15000US26081011600,4
15000US18089012100,0
15000US22073000401,0
15000US17043844301,3
15000US48113014405,2
15000US17043844304,2
15000US12086004000,5
15000US17043844306,2
15000US17043844307,2
15000US34029720203,1
15000US34029720202,2
15000US17031050100,1
15000US34029720204,2
15000US51059481106,2
15000US34029720206,1
15000US12086015800,1
15000US17003957900,1
15000US36119012102,2
15000US24025304202,4
15000US47133950302,1
15000US31011960100,4
15000US37119005829,1
15000US06059062702,4
15000US06059062701,1
15000US39005970800,3
15000US48439113803,2
15000US42079210600,0
15000US18153050200,2
15000US06085504202,2
15000US06085504201,2
15000US49057211201,2
15000US49057211202,2
15000US17031810100,4
15000US48409010601,3
15000US06037189702,0
15000US06037189701,2
15000US39049008110,4
15000US06071007108,0
15000US50011010600,3
15000US08017960600,2
15000US36047039700,2
15000US42011014200,3
15000US22071009000,2
15000US39089752500,3
15000US36047024700,1
15000US27083360600,3
15000US54001965500,3
15000US24510270600,5
15000US48355001802,1
15000US06107001800,3
15000US06007002200,3
15000US51760030200,1
15000US17031260400,0
15000US34035050703,1
15000US39143962000,4
15000US36087013100,4
15000US12086017400,3
15000US55079007900,1
15000US24025301301,2
15000US24025301302,3
15000US05051011700,2
